sex,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,rings,target
0,0.363,0.327,0.099,2.313,0.7564,0.3637,0.3155,7,0
2,0.103,0.086,0.026,2.1868,0.7915,0.4778,0.7087,1,0
1,0.754,0.677,0.077,0.6665,0.3541,0.1323,0.1072,19,2
0,0.573,0.477,0.141,0.4304,0.2537,0.1155,0.0493,11,1
0,0.808,0.684,0.284,1.1013,0.416,0.2639,0.1429,17,2
2,0.728,0.566,0.121,2.4963,1.3617,0.5825,0.8796,13,2
0,0.425,0.334,0.087,0.2602,0.0959,0.0341,0.055,6,0
0,0.46,0.335,0.049,1.5352,0.7736,0.1705,0.2927,12,2
0,0.216,0.187,0.085,0.2528,0.0822,0.0511,0.0625,5,0
0,0.417,0.37,0.05,1.3299,0.6325,0.152,0.3855,8,0
0,0.743,0.613,0.275,0.3601,0.1371,0.0622,0.04,14,2
0,0.113,0.087,0.022,0.2289,0.1322,0.0241,0.0846,1,0
1,0.714,0.522,0.197,0.541,0.2093,0.0732,0.2097,13,2
2,0.327,0.246,0.099,0.7228,0.3032,0.0882,0.1628,7,0
1,0.741,0.557,0.105,0.7822,0.4319,0.2035,0.175,15,2
0,0.771,0.634,0.18,1.8242,0.7871,0.3087,0.6632,17,2
0,0.571,0.508,0.113,0.1573,0.0584,0.0182,0.036,6,0
2,0.567,0.402,0.066,0.2302,0.1069,0.0352,0.0821,12,2
1,0.41,0.287,0.143,0.5349,0.2953,0.1265,0.058,10,1
2,0.693,0.568,0.079,2.4647,1.0597,0.614,0.6085,9,1
1,0.787,0.596,0.233,1.7772,0.604,0.2203,0.6855,14,2
0,0.649,0.569,0.126,2.0646,0.8567,0.5279,0.363,10,1
2,0.535,0.41,0.084,1.0479,0.6144,0.1825,0.1885,13,2
2,0.524,0.397,0.157,0.6041,0.1943,0.1425,0.1746,11,1
0,0.704,0.531,0.192,0.1092,0.0461,0.0256,0.0413,14,2
2,0.475,0.346,0.092,1.3816,0.6831,0.3574,0.2205,12,2
1,0.67,0.547,0.17,1.6238,0.5254,0.3888,0.6114,13,2
1,0.452,0.332,0.079,2.5351,1.0229,0.2732,0.7577,8,0
1,0.121,0.095,0.043,2.493,1.4514,0.5083,0.992,3,0
1,0.359,0.284,0.07,1.2013,0.3714,0.1601,0.3855,8,0
0,0.404,0.284,0.07,1.1982,0.6297,0.3523,0.3599,6,0
2,0.18,0.127,0.059,0.457,0.2525,0.0691,0.1574,7,0
1,0.151,0.121,0.016,0.729,0.2793,0.1342,0.1112,1,0
0,0.471,0.395,0.085,2.6161,0.9533,0.3645,1.004,10,1
2,0.138,0.123,0.029,0.4003,0.23,0.0508,0.0599,6,0
2,0.299,0.22,0.109,2.7376,1.4487,0.6028,0.2948,6,0
0,0.626,0.451,0.241,1.4274,0.4768,0.2835,0.4416,8,0
0,0.789,0.561,0.248,1.2915,0.4697,0.2259,0.2007,19,2
1,0.606,0.477,0.15,0.4952,0.2409,0.058,0.1622,11,1
2,0.81,0.668,0.237,1.8702,0.7964,0.4623,0.6331,18,2
2,0.592,0.514,0.133,1.3006,0.5869,0.1316,0.2224,13,2
0,0.292,0.244,0.055,1.0488,0.614,0.2009,0.1322,6,0
2,0.572,0.424,0.22,0.749,0.3191,0.1697,0.1874,7,0
1,0.595,0.471,0.08,0.1898,0.1071,0.0353,0.0697,13,2
2,0.35,0.309,0.071,1.4686,0.7317,0.1839,0.5202,8,0
0,0.088,0.067,0.033,0.8857,0.298,0.2264,0.1197,1,0
0,0.595,0.476,0.189,2.001,1.0472,0.3297,0.7793,15,2
1,0.091,0.081,0.01,2.0452,0.9327,0.2596,0.3665,1,0
1,0.542,0.459,0.058,0.9399,0.3454,0.1974,0.1925,14,2
2,0.196,0.167,0.05,1.8916,0.7318,0.1964,0.2737,5,0
2,0.494,0.371,0.121,0.7325,0.3422,0.1207,0.1563,10,1
0,0.448,0.351,0.104,2.0555,0.9877,0.5141,0.5975,9,1
1,0.085,0.061,0.016,0.0474,0.028,0.0134,0.0119,4,0
1,0.344,0.283,0.136,0.4301,0.2393,0.0939,0.1498,10,1
1,0.52,0.375,0.094,0.6939,0.251,0.0996,0.2029,8,0
2,0.703,0.61,0.174,2.1848,1.1627,0.3146,0.3912,13,2
1,0.733,0.633,0.162,0.1894,0.0573,0.0418,0.0506,18,2
0,0.433,0.349,0.065,0.5331,0.1807,0.0967,0.0636,7,0
0,0.614,0.447,0.099,1.0148,0.3652,0.1375,0.2783,12,2
2,0.309,0.218,0.116,0.0279,0.0134,0.0072,0.0061,5,0
2,0.328,0.282,0.117,2.1542,0.7721,0.3017,0.279,8,0
1,0.219,0.18,0.035,1.5837,0.6487,0.2602,0.3044,1,0
2,0.491,0.414,0.178,2.5455,0.949,0.2858,0.9404,11,1
0,0.308,0.234,0.05,0.0896,0.0359,0.0215,0.0247,8,0
1,0.137,0.11,0.039,0.7684,0.4478,0.1191,0.2851,4,0
0,0.582,0.494,0.072,2.0671,1.2386,0.303,0.4615,10,1
1,0.599,0.475,0.218,1.9086,0.9652,0.3067,0.7514,5,0
2,0.341,0.28,0.039,0.6884,0.3247,0.1892,0.1432,5,0
1,0.132,0.113,0.035,1.6842,0.8632,0.3429,0.5508,4,0
1,0.39,0.29,0.13,2.2436,1.1925,0.2952,0.4299,8,0
0,0.402,0.287,0.054,0.0963,0.0502,0.0245,0.0127,10,1
0,0.57,0.46,0.126,2.0286,0.6584,0.2874,0.7098,11,1
1,0.308,0.219,0.035,0.7139,0.2806,0.1303,0.2347,6,0
2,0.58,0.495,0.177,2.6787,1.0796,0.5722,0.9273,15,2
2,0.72,0.608,0.138,1.5219,0.6252,0.3301,0.289,13,2
0,0.251,0.22,0.067,0.0963,0.0388,0.011,0.03,6,0
2,0.799,0.662,0.303,1.1413,0.6119,0.3051,0.1894,18,2
0,0.361,0.258,0.069,2.7309,1.4318,0.5349,0.2824,12,2
2,0.273,0.205,0.031,2.0646,0.6222,0.6149,0.7431,9,1
1,0.387,0.333,0.117,0.8506,0.3308,0.2071,0.2187,9,1
0,0.145,0.106,0.049,1.6266,0.7923,0.4856,0.6427,4,0
0,0.168,0.141,0.065,1.6939,0.5693,0.323,0.3651,6,0
1,0.382,0.327,0.056,0.0679,0.0218,0.0087,0.0263,6,0
0,0.639,0.489,0.139,0.507,0.2781,0.1244,0.1443,16,2
2,0.741,0.566,0.262,1.5602,0.6799,0.3987,0.3958,15,2
2,0.567,0.46,0.194,1.1394,0.6343,0.3083,0.2174,13,2
0,0.153,0.133,0.044,0.5387,0.2947,0.0863,0.1872,4,0
2,0.572,0.426,0.103,2.184,1.2405,0.4415,0.7614,10,1
0,0.545,0.484,0.101,1.3829,0.4349,0.3755,0.3113,10,1
1,0.671,0.55,0.092,0.8774,0.3122,0.2395,0.2792,12,2
0,0.686,0.616,0.258,0.4586,0.1783,0.0482,0.1074,14,2
1,0.717,0.515,0.109,1.7279,0.589,0.4046,0.5562,11,1
2,0.381,0.276,0.104,1.8835,0.8394,0.415,0.7501,6,0
1,0.591,0.511,0.163,1.8929,1.0216,0.2208,0.3384,11,1
2,0.274,0.239,0.058,0.6241,0.3653,0.1785,0.1811,5,0
0,0.815,0.643,0.168,1.6832,0.9542,0.3183,0.3601,19,2
2,0.205,0.173,0.062,2.5589,1.1188,0.601,0.6769,6,0
0,0.082,0.072,0.018,0.9994,0.4907,0.2764,0.362,1,0
0,0.185,0.131,0.033,0.5972,0.2205,0.0753,0.122,7,0
1,0.649,0.529,0.143,2.1826,0.9187,0.5919,0.2657,14,2
1,0.406,0.354,0.139,0.5015,0.2815,0.1228,0.1704,9,1
1,0.406,0.317,0.158,0.7186,0.2219,0.1925,0.1915,4,0
1,0.782,0.595,0.227,0.2862,0.1316,0.0569,0.0672,14,2
2,0.756,0.65,0.253,0.7585,0.4262,0.0809,0.1176,17,2
2,0.305,0.234,0.079,1.1608,0.3907,0.2717,0.1484,7,0
2,0.23,0.161,0.066,0.1832,0.109,0.032,0.0336,8,0
0,0.703,0.627,0.279,2.4637,0.7483,0.4447,0.7777,17,2
2,0.745,0.61,0.172,1.4526,0.8219,0.2735,0.3247,14,2
2,0.476,0.411,0.057,1.6628,0.6753,0.3302,0.4507,12,2
2,0.541,0.468,0.209,1.0505,0.357,0.2441,0.1309,9,1
1,0.265,0.189,0.09,1.8936,0.6575,0.4646,0.2594,2,0
2,0.668,0.49,0.147,1.2214,0.6233,0.3119,0.1263,14,2
0,0.543,0.414,0.214,2.152,1.2077,0.5043,0.6499,12,2
1,0.448,0.342,0.091,2.3216,1.143,0.6052,0.4163,10,1
0,0.119,0.099,0.025,1.8993,1.099,0.2363,0.7409,4,0
2,0.753,0.621,0.213,1.3895,0.768,0.3715,0.2675,14,2
1,0.53,0.423,0.097,2.2111,0.6693,0.3924,0.4623,13,2
0,0.218,0.162,0.067,1.3979,0.7001,0.2876,0.3367,3,0
2,0.524,0.407,0.076,0.3169,0.124,0.0592,0.062,15,2
0,0.576,0.466,0.076,0.3305,0.1442,0.0645,0.1141,13,2
0,0.464,0.368,0.121,2.6808,0.8799,0.4211,0.9728,12,2
0,0.606,0.44,0.162,0.6051,0.2327,0.0811,0.0625,10,1
2,0.505,0.419,0.067,2.3062,1.1296,0.279,0.6836,9,1
2,0.776,0.555,0.302,0.6987,0.2554,0.1329,0.2137,15,2
0,0.115,0.089,0.031,1.2185,0.6023,0.1524,0.4733,1,0
1,0.154,0.13,0.022,1.8516,1.0682,0.2759,0.3909,6,0
1,0.204,0.144,0.039,0.4506,0.1358,0.0571,0.0715,4,0
2,0.586,0.477,0.199,2.084,1.1165,0.2539,0.5339,9,1
2,0.553,0.424,0.142,1.9503,0.9603,0.5392,0.4569,10,1
2,0.735,0.516,0.115,1.5357,0.4822,0.3606,0.5183,12,2
2,0.617,0.455,0.081,1.6001,0.8593,0.4556,0.5939,14,2
2,0.451,0.401,0.103,0.3007,0.1105,0.0688,0.0379,10,1
1,0.809,0.651,0.163,1.2331,0.4683,0.3314,0.4365,17,2
2,0.272,0.245,0.081,0.2465,0.0809,0.052,0.0919,7,0
0,0.692,0.557,0.261,0.8714,0.4011,0.1678,0.3287,18,2
0,0.391,0.316,0.068,2.5445,1.1437,0.5234,0.8379,11,1
1,0.555,0.432,0.198,1.6245,0.6565,0.2665,0.5241,10,1
0,0.613,0.467,0.231,2.0994,0.7361,0.4862,0.2193,17,2
1,0.544,0.408,0.202,1.6227,0.8947,0.4534,0.6102,10,1
1,0.179,0.138,0.069,0.5505,0.3099,0.1412,0.1131,4,0
0,0.403,0.319,0.142,1.6817,0.7772,0.3236,0.1889,8,0
2,0.49,0.362,0.136,2.1352,0.797,0.6209,0.4781,11,1
0,0.703,0.524,0.157,0.3929,0.1292,0.1167,0.1257,10,1
0,0.403,0.304,0.1,2.3089,1.2943,0.4586,0.537,8,0
1,0.755,0.596,0.273,1.5704,0.5164,0.4286,0.5142,16,2
0,0.401,0.333,0.076,0.0141,0.0043,0.0014,0.0036,5,0
1,0.481,0.419,0.071,1.4699,0.648,0.1666,0.279,6,0
2,0.664,0.503,0.094,1.1194,0.5814,0.117,0.1801,12,2
2,0.506,0.373,0.176,0.8392,0.3669,0.2137,0.1899,9,1
2,0.786,0.61,0.258,2.18,0.6876,0.2528,0.2414,16,2
0,0.564,0.496,0.141,2.5422,1.2889,0.2629,0.5765,11,1
1,0.462,0.324,0.084,2.1557,1.0621,0.2791,0.2599,12,2
2,0.092,0.077,0.028,2.3933,1.2073,0.3859,0.869,1,0
1,0.381,0.303,0.042,2.5684,0.9333,0.4955,0.7003,7,0
1,0.296,0.217,0.08,2.5793,1.3895,0.2917,0.7578,8,0
2,0.629,0.481,0.138,0.3257,0.1445,0.0651,0.0608,9,1
2,0.229,0.171,0.09,1.2908,0.5949,0.1931,0.2165,8,0
1,0.227,0.199,0.057,0.0028,0.0013,0.0004,0.0009,1,0
2,0.215,0.171,0.057,1.4323,0.5529,0.3787,0.4318,6,0
1,0.168,0.137,0.053,2.6121,0.9796,0.7768,0.3573,5,0
1,0.305,0.25,0.075,0.5643,0.1701,0.1088,0.0968,9,1
2,0.731,0.605,0.122,1.8088,0.7579,0.2973,0.6945,13,2
0,0.648,0.518,0.169,1.8217,0.8116,0.5215,0.3484,13,2
2,0.619,0.436,0.237,0.4548,0.2378,0.091,0.049,10,1
0,0.665,0.51,0.148,0.6756,0.2162,0.1662,0.0805,13,2
1,0.274,0.202,0.083,1.3067,0.7542,0.2388,0.4347,5,0
1,0.732,0.612,0.288,0.5335,0.2023,0.075,0.1745,18,2
0,0.177,0.126,0.062,1.654,0.6782,0.382,0.3549,5,0
1,0.324,0.263,0.096,1.3703,0.431,0.3192,0.2,6,0
0,0.509,0.378,0.163,1.4682,0.7281,0.2819,0.3662,10,1
0,0.151,0.134,0.058,0.3817,0.1957,0.0588,0.0762,2,0
1,0.615,0.472,0.239,1.4627,0.8464,0.3896,0.3104,12,2
0,0.362,0.277,0.141,0.1417,0.0568,0.022,0.0253,7,0
2,0.655,0.579,0.188,2.4915,0.9398,0.5775,0.2961,17,2
2,0.44,0.345,0.095,0.9713,0.503,0.1717,0.3277,10,1
1,0.209,0.187,0.029,2.4203,1.2393,0.4707,0.6909,2,0
1,0.619,0.436,0.133,1.9835,1.1527,0.2822,0.695,18,2
0,0.262,0.199,0.1,2.1657,0.7831,0.4979,0.5435,7,0
0,0.438,0.365,0.161,0.8903,0.4555,0.1292,0.3521,11,1
0,0.131,0.115,0.034,0.6451,0.2065,0.1272,0.2508,2,0
0,0.532,0.4,0.139,1.1506,0.511,0.1906,0.2089,12,2
2,0.568,0.503,0.109,0.0704,0.0236,0.0206,0.0152,12,2
2,0.355,0.291,0.084,2.5966,1.2878,0.7697,0.846,4,0
1,0.781,0.672,0.245,1.0949,0.526,0.2745,0.3646,17,2
0,0.722,0.563,0.159,2.7937,0.879,0.8291,1.0426,12,2
0,0.599,0.445,0.094,2.1523,0.8521,0.2641,0.6366,13,2
1,0.603,0.532,0.158,0.2294,0.096,0.0685,0.0556,13,2
0,0.262,0.232,0.044,1.8664,0.6988,0.2253,0.3981,3,0
0,0.561,0.449,0.22,0.7668,0.2389,0.1404,0.1731,11,1
0,0.222,0.156,0.048,0.6903,0.2731,0.102,0.2451,6,0
0,0.182,0.131,0.068,0.7265,0.3907,0.2112,0.2862,3,0
0,0.815,0.664,0.137,2.589,1.0564,0.5881,0.2992,17,2
1,0.536,0.378,0.084,1.4139,0.5613,0.3102,0.3875,13,2
0,0.394,0.307,0.112,1.8926,1.1025,0.5668,0.4845,10,1
1,0.288,0.219,0.096,0.7954,0.2486,0.177,0.1693,5,0
0,0.522,0.44,0.141,1.4788,0.784,0.339,0.5257,13,2
2,0.112,0.08,0.019,0.9907,0.4408,0.1079,0.2702,4,0
2,0.145,0.116,0.016,0.9089,0.5302,0.247,0.1763,3,0
2,0.099,0.081,0.028,0.6994,0.2924,0.2056,0.1631,1,0
2,0.444,0.366,0.062,1.157,0.5929,0.3379,0.2395,10,1
1,0.519,0.405,0.105,1.8659,0.5989,0.2691,0.4273,13,2
1,0.121,0.092,0.037,0.6291,0.364,0.0913,0.0764,5,0
0,0.609,0.509,0.079,2.7284,1.1005,0.4726,0.3644,13,2
2,0.245,0.213,0.034,0.3539,0.1618,0.0573,0.1016,4,0
1,0.582,0.488,0.069,1.3581,0.4639,0.2188,0.4145,13,2
0,0.802,0.711,0.32,0.2421,0.1413,0.0535,0.0704,14,2
0,0.586,0.494,0.127,0.066,0.0331,0.0172,0.0217,12,2
1,0.729,0.622,0.271,2.6076,0.8245,0.7493,0.9989,18,2
2,0.777,0.57,0.146,2.2905,0.7938,0.2601,0.8204,14,2
0,0.435,0.341,0.142,1.9623,0.8241,0.3053,0.4426,8,0
2,0.595,0.474,0.099,2.4453,0.8926,0.3692,0.4041,14,2
2,0.705,0.53,0.176,2.2692,0.8881,0.3891,0.4392,12,2
2,0.339,0.273,0.118,1.8298,1.0965,0.3383,0.5056,10,1
0,0.268,0.203,0.092,2.3949,1.1917,0.4259,0.8547,7,0
2,0.775,0.649,0.262,1.1056,0.6376,0.3211,0.3433,18,2
0,0.612,0.486,0.212,1.563,0.6732,0.2929,0.4109,15,2
2,0.238,0.188,0.039,2.1943,1.1259,0.4615,0.6156,2,0
0,0.407,0.365,0.1,0.2415,0.1058,0.0603,0.0624,6,0
2,0.664,0.517,0.163,2.4268,0.967,0.5946,0.9501,16,2
1,0.48,0.371,0.176,0.4449,0.2028,0.0964,0.1534,9,1
2,0.556,0.425,0.105,2.4435,1.0463,0.665,0.8171,11,1
2,0.633,0.556,0.24,0.8812,0.5236,0.1981,0.2249,14,2
0,0.535,0.428,0.126,0.9248,0.4151,0.2543,0.1845,11,1
0,0.475,0.39,0.143,0.2108,0.1145,0.0338,0.0223,12,2
2,0.63,0.464,0.114,2.5038,1.252,0.3165,0.283,14,2
1,0.613,0.495,0.137,0.4948,0.2196,0.1306,0.054,12,2
1,0.541,0.408,0.169,1.7813,0.7878,0.3144,0.7021,11,1
0,0.341,0.289,0.087,1.8206,0.7329,0.4191,0.2446,7,0
1,0.375,0.325,0.142,0.796,0.2643,0.197,0.1135,8,0
2,0.793,0.668,0.255,2.7855,1.472,0.4606,0.6831,17,2
0,0.158,0.134,0.043,0.1832,0.1054,0.0368,0.0448,3,0
2,0.274,0.22,0.1,1.7186,0.628,0.4795,0.6462,5,0
0,0.439,0.37,0.132,1.3562,0.7835,0.3743,0.1655,8,0
0,0.694,0.544,0.204,0.6952,0.257,0.1737,0.2692,13,2
0,0.196,0.163,0.034,0.4639,0.2129,0.1172,0.0765,7,0
0,0.28,0.211,0.061,2.0835,0.8398,0.5824,0.8147,4,0
1,0.124,0.089,0.038,2.5897,0.8659,0.6403,0.6795,1,0
2,0.597,0.467,0.219,0.3057,0.0966,0.0513,0.0904,14,2
2,0.251,0.199,0.049,0.5498,0.2252,0.0683,0.1071,6,0
2,0.363,0.273,0.06,2.7872,0.8757,0.5139,0.7903,11,1
0,0.403,0.341,0.112,0.0444,0.0147,0.0052,0.0139,8,0
1,0.735,0.525,0.088,1.4373,0.4925,0.177,0.1482,15,2
2,0.379,0.282,0.119,1.4595,0.4387,0.4233,0.1609,6,0
1,0.182,0.155,0.057,0.7452,0.2578,0.1753,0.2951,4,0
0,0.463,0.365,0.096,1.8744,0.8869,0.5067,0.4447,6,0
2,0.788,0.663,0.29,2.6705,1.4577,0.6104,1.0168,12,2
1,0.525,0.427,0.132,1.2734,0.4559,0.2339,0.4062,9,1
0,0.803,0.715,0.236,2.1184,0.6869,0.2225,0.4489,16,2
1,0.697,0.571,0.114,1.8265,0.9477,0.5318,0.2653,13,2
2,0.102,0.072,0.023,1.3376,0.4046,0.1527,0.5263,1,0
2,0.562,0.433,0.202,0.1427,0.0742,0.0317,0.0393,8,0
0,0.287,0.209,0.047,2.0967,0.7115,0.2525,0.3307,7,0
0,0.489,0.433,0.106,1.0278,0.3787,0.1612,0.313,8,0
0,0.282,0.203,0.055,0.636,0.2137,0.0872,0.0812,9,1
1,0.333,0.259,0.048,2.6799,1.0028,0.5648,0.9659,7,0
1,0.758,0.565,0.142,2.1864,1.1795,0.6065,0.2778,13,2
1,0.228,0.198,0.039,2.7194,0.924,0.6176,0.4646,1,0
0,0.722,0.55,0.272,0.7256,0.4341,0.1689,0.0925,12,2
2,0.098,0.088,0.032,2.3623,0.9405,0.6657,0.3098,2,0
2,0.142,0.1,0.028,1.7182,0.9907,0.4294,0.4418,1,0
1,0.707,0.513,0.233,2.7738,0.9903,0.7578,0.8491,13,2
1,0.542,0.404,0.058,2.6744,0.9531,0.4902,0.9001,10,1
2,0.628,0.541,0.162,2.7497,1.2913,0.7509,0.8483,11,1
2,0.23,0.201,0.04,2.6898,0.8478,0.6164,0.5623,3,0
1,0.472,0.337,0.063,0.0236,0.0128,0.003,0.0063,9,1
1,0.621,0.439,0.227,2.0948,0.9047,0.2257,0.7925,11,1
2,0.539,0.458,0.086,0.7699,0.3925,0.1146,0.1665,14,2
0,0.424,0.308,0.147,1.993,0.7023,0.3501,0.3502,7,0
1,0.785,0.57,0.176,2.7712,1.3654,0.7413,0.7089,10,1
2,0.575,0.405,0.06,0.1132,0.0541,0.0281,0.0214,8,0
2,0.747,0.53,0.239,1.6032,0.8444,0.4667,0.2862,16,2
2,0.615,0.463,0.172,2.0775,0.8086,0.4401,0.6931,13,2
2,0.619,0.441,0.126,0.7175,0.4161,0.1791,0.2635,11,1
0,0.134,0.104,0.025,0.6377,0.3752,0.0989,0.1599,1,0
2,0.341,0.295,0.042,0.1724,0.0966,0.0407,0.0576,8,0
1,0.71,0.543,0.272,0.2672,0.126,0.0645,0.0417,11,1
0,0.247,0.209,0.061,1.8567,0.7911,0.5007,0.4907,6,0
2,0.16,0.115,0.02,1.4287,0.4535,0.2961,0.4156,2,0
0,0.316,0.263,0.114,0.0869,0.0508,0.02,0.0215,7,0
1,0.238,0.182,0.044,2.7403,1.6045,0.3853,0.3701,4,0
2,0.76,0.646,0.122,1.8547,0.5668,0.4588,0.5939,18,2
1,0.717,0.521,0.132,1.4577,0.5934,0.3902,0.5127,11,1
2,0.445,0.391,0.12,0.7722,0.4355,0.1689,0.2244,10,1
2,0.12,0.09,0.015,1.8605,0.6033,0.2291,0.2805,2,0
2,0.604,0.465,0.148,1.0304,0.3699,0.1675,0.1261,11,1
2,0.536,0.477,0.198,1.9858,1.1788,0.3874,0.3783,13,2
2,0.793,0.647,0.124,1.9296,1.0694,0.4543,0.2144,14,2
0,0.489,0.378,0.097,0.2639,0.1514,0.0433,0.0928,10,1
2,0.324,0.288,0.071,2.5698,0.8805,0.6889,0.799,7,0
2,0.459,0.352,0.127,1.3772,0.5005,0.2401,0.3706,7,0
0,0.8,0.575,0.301,1.1117,0.5354,0.1207,0.4079,18,2
0,0.59,0.531,0.129,2.7002,1.2165,0.6988,0.3592,16,2
0,0.572,0.431,0.069,1.2395,0.4828,0.2837,0.3896,15,2
0,0.253,0.22,0.052,2.0387,1.1522,0.5309,0.2936,6,0
0,0.625,0.458,0.098,1.8521,1.0565,0.3144,0.2191,12,2
0,0.63,0.533,0.186,0.4684,0.1815,0.0485,0.0655,14,2
2,0.31,0.25,0.034,2.801,0.9712,0.3214,1.0792,8,0
2,0.433,0.388,0.081,1.3112,0.452,0.1604,0.3044,9,1
1,0.293,0.237,0.077,1.1169,0.4974,0.2915,0.1281,1,0
2,0.266,0.188,0.049,2.599,0.8833,0.4166,0.715,2,0
2,0.094,0.077,0.025,1.4966,0.6615,0.4484,0.2393,3,0
0,0.286,0.209,0.038,1.9931,0.8741,0.5016,0.2034,6,0
0,0.485,0.417,0.186,2.3918,1.3519,0.5267,0.7834,9,1
2,0.076,0.066,0.014,0.667,0.2594,0.1979,0.0977,2,0
1,0.285,0.227,0.107,0.4806,0.225,0.0785,0.1839,3,0
0,0.727,0.623,0.144,0.1955,0.1023,0.026,0.0543,14,2
2,0.514,0.375,0.172,2.5355,1.2139,0.6274,0.3197,10,1
2,0.525,0.419,0.091,0.5678,0.3329,0.0884,0.0939,7,0
1,0.373,0.29,0.112,0.8711,0.4187,0.2545,0.2467,8,0
1,0.576,0.474,0.114,0.8091,0.4616,0.2408,0.163,8,0
0,0.216,0.153,0.055,0.8622,0.322,0.246,0.2239,6,0
1,0.681,0.579,0.206,1.8886,0.8843,0.5457,0.6418,14,2
2,0.161,0.115,0.045,2.6964,1.2484,0.6017,0.9108,2,0
2,0.56,0.466,0.153,0.9324,0.5565,0.2223,0.2885,9,1
1,0.327,0.23,0.039,1.1532,0.4167,0.1371,0.4219,4,0
1,0.628,0.544,0.11,2.1797,0.7461,0.5506,0.3483,12,2
1,0.482,0.354,0.131,1.2229,0.5913,0.1717,0.1873,11,1
1,0.41,0.329,0.043,2.6171,0.9608,0.7016,0.8893,8,0
0,0.2,0.15,0.035,1.4231,0.6998,0.416,0.2793,4,0
1,0.546,0.461,0.092,0.984,0.5823,0.1402,0.2496,9,1
0,0.796,0.608,0.139,2.7457,1.6034,0.3174,0.8874,15,2
2,0.686,0.58,0.179,1.2044,0.4448,0.237,0.2635,13,2
1,0.119,0.09,0.033,0.6548,0.23,0.1691,0.091,3,0
0,0.353,0.3,0.132,0.5038,0.2359,0.128,0.1531,7,0
1,0.76,0.537,0.164,2.8124,1.3388,0.6732,0.9707,16,2
2,0.447,0.338,0.169,2.1284,1.0614,0.5622,0.221,10,1
2,0.565,0.452,0.167,1.1561,0.604,0.1561,0.3107,14,2
2,0.75,0.532,0.28,2.3357,1.1218,0.5381,0.5625,15,2
1,0.722,0.532,0.253,1.5462,0.5157,0.3419,0.275,15,2
1,0.446,0.396,0.137,0.8983,0.4824,0.1174,0.1332,8,0
0,0.399,0.357,0.083,2.1013,0.6805,0.3843,0.3287,11,1
2,0.326,0.276,0.056,2.1084,0.6452,0.5703,0.6694,6,0
1,0.607,0.456,0.101,1.4145,0.751,0.4164,0.369,13,2
2,0.287,0.216,0.111,0.1295,0.0602,0.0302,0.0511,5,0
2,0.26,0.216,0.101,0.2195,0.1119,0.0624,0.038,5,0
0,0.339,0.245,0.108,2.2294,0.9248,0.2818,0.8629,7,0
0,0.206,0.183,0.075,2.3275,0.706,0.6866,0.5924,1,0
0,0.589,0.439,0.221,1.9175,0.7657,0.2046,0.2758,12,2
0,0.531,0.478,0.135,2.3715,1.1441,0.4872,0.3426,10,1
2,0.432,0.345,0.125,2.0338,0.7479,0.3218,0.5747,7,0
0,0.364,0.311,0.082,2.5349,1.2835,0.6661,0.8858,5,0
0,0.748,0.524,0.169,0.4267,0.2297,0.0612,0.1384,14,2
0,0.097,0.085,0.011,1.097,0.4786,0.1122,0.3255,1,0
0,0.644,0.486,0.148,1.3126,0.7386,0.2401,0.199,12,2
2,0.742,0.619,0.224,0.8426,0.4689,0.0951,0.1116,14,2
0,0.405,0.349,0.092,2.0504,1.1552,0.324,0.2052,7,0
2,0.483,0.354,0.175,2.5787,1.285,0.5899,0.3366,11,1
1,0.774,0.61,0.155,1.1668,0.4567,0.1855,0.3849,14,2
2,0.232,0.185,0.032,2.6609,1.1824,0.3969,0.9807,3,0
2,0.46,0.351,0.158,1.4614,0.7499,0.1916,0.2515,9,1
0,0.426,0.339,0.129,1.4776,0.5366,0.1877,0.5001,7,0
1,0.266,0.203,0.046,1.697,0.8852,0.3482,0.2709,7,0
1,0.681,0.526,0.178,0.7598,0.3529,0.1795,0.1328,12,2
1,0.741,0.618,0.163,1.0846,0.3566,0.2067,0.1814,15,2
1,0.654,0.541,0.25,1.5643,0.7308,0.1951,0.1807,15,2
2,0.22,0.164,0.062,2.6622,0.852,0.6111,0.4212,2,0
1,0.139,0.122,0.021,1.817,0.5529,0.3842,0.3853,1,0
2,0.523,0.456,0.131,0.9427,0.5344,0.1662,0.2089,10,1
2,0.117,0.094,0.042,0.0316,0.0141,0.0052,0.0061,2,0
2,0.573,0.451,0.173,2.7742,1.2844,0.379,0.7058,11,1
1,0.468,0.363,0.165,1.3942,0.5353,0.1802,0.2975,9,1
0,0.565,0.475,0.099,2.6523,1.2275,0.4449,1.0373,12,2
0,0.512,0.427,0.188,1.5534,0.5447,0.1683,0.5316,10,1
1,0.388,0.287,0.127,1.7118,0.8965,0.3207,0.6493,5,0
0,0.224,0.187,0.071,2.0124,1.1008,0.4434,0.5378,7,0
0,0.301,0.226,0.061,0.9084,0.5058,0.2619,0.2757,7,0
2,0.463,0.326,0.17,1.9759,0.656,0.4449,0.2964,7,0
2,0.557,0.468,0.162,1.4897,0.6962,0.3349,0.4854,11,1
1,0.652,0.54,0.232,1.9011,1.0316,0.3325,0.3247,15,2
1,0.643,0.503,0.134,2.3624,0.7996,0.2992,0.3396,11,1
